iter	Logloss
245	0.5673695895
246	0.5672529674
247	0.5671243437
248	0.5670114907
249	0.5669277477
250	0.5668346168
251	0.5667689361
252	0.5666497818
253	0.566557946
254	0.566487868
255	0.5663724286
256	0.5662961463
257	0.5661910836
258	0.5661099076
259	0.5659661377
260	0.5658378204
261	0.5657238157
262	0.5656232861
263	0.5655175138
264	0.5653714055
265	0.5652888258
266	0.5652344719
267	0.5651623271
268	0.5650817212
269	0.5650134696
270	0.5649219324
271	0.5648211972
272	0.5647389743
273	0.5646411358
274	0.564507727
275	0.5643578574
276	0.5642544893
277	0.5641532345
278	0.5640606309
279	0.5639747086
280	0.5638810658
281	0.5637954227
282	0.5637230569
283	0.5636128407
284	0.5635110276
285	0.5634056082
286	0.5632975674
287	0.5632534856
288	0.5631256297
289	0.5629815883
290	0.5628934325
291	0.5627860315
292	0.5627214095
293	0.5626576367
294	0.5625848404
295	0.5625067666
296	0.5623822533
297	0.5622839534
298	0.5622041928
299	0.5621030543
300	0.5619946025
301	0.5619215193
302	0.5618544156
303	0.5617748992
304	0.5616236337
305	0.5615730179
306	0.5615053868
307	0.5614309502
308	0.5613243675
309	0.5611858441
310	0.5610937252
311	0.5610236239
312	0.5608612836
313	0.5607386821
314	0.5606724469
315	0.5605877926
316	0.5604620811
317	0.5603661582
318	0.5603021837
319	0.5602424205
320	0.560096099
321	0.5600282817
322	0.5599195352
323	0.5598102109
324	0.5596980714
325	0.5595898213
326	0.5594303621
327	0.5593461964
328	0.5592195193
329	0.5591185089
330	0.5590248738
331	0.5589775619
332	0.5588734609
333	0.5587965155
334	0.5586821036
335	0.5585727212
336	0.5584896994
337	0.5583939006
338	0.5583016499
339	0.5582321186
340	0.5580948322
341	0.5580321839
342	0.5579564561
343	0.55781789
344	0.5577489831
345	0.5576266414
346	0.5575065138
347	0.5574326356
348	0.5573714686
349	0.5573089212
350	0.5572172715
351	0.5571397832
352	0.5570430421
353	0.5569771172
354	0.5568869992
355	0.5568214659
356	0.5567791329
357	0.5567072053
358	0.5566202709
359	0.5565148088
360	0.5563891633
361	0.5562681128
362	0.5562029285
363	0.5561501257
364	0.5560473664
365	0.5559585707
366	0.5558544852
367	0.5557672484
368	0.5557066785
369	0.5555893235
370	0.5555025753
371	0.5554299458
372	0.5553775191
373	0.5552723013
374	0.5551988497
375	0.55512629
376	0.5550616796
377	0.5549323037
378	0.5548561028
379	0.5547584505
380	0.5547120304
381	0.5546430227
382	0.5545592447
383	0.5544829818
384	0.5544114691
385	0.5543050143
386	0.5542203794
387	0.5541324446
388	0.5540434201
389	0.5539639464
390	0.55388621
391	0.5537891974
392	0.5537301903
393	0.5536590654
394	0.5535959789
395	0.553519588
396	0.5534301525
397	0.553348868
398	0.5533001019
399	0.5532202327
400	0.5531258027
401	0.5530611147
402	0.5530002657
403	0.5529339452
404	0.5528283552
405	0.5527803763
406	0.5527001387
407	0.5526295605
408	0.5525266189
409	0.5524742194
410	0.5523912287
411	0.5523298058
412	0.552215549
413	0.5521452074
414	0.5520816284
415	0.5519972107
416	0.5519528691
417	0.5518235009
418	0.5517437093
419	0.5516899138
420	0.5516375453
421	0.5515773361
422	0.5514794317
423	0.5514106256
424	0.5513095066
425	0.5512567309
426	0.5512038079
427	0.5511365491
428	0.5510737495
429	0.5509704047
430	0.5508944753
431	0.5508155173
432	0.5507225531
433	0.5506506604
434	0.5505725633
435	0.5505127961
436	0.5504024636
437	0.5503394547
438	0.5502658519
439	0.5501749662
440	0.5500724977
441	0.5500105978
442	0.5499570699
443	0.5498928666
444	0.5497989524
445	0.5497261794
446	0.5496456122
447	0.5495678913
448	0.5494733566
449	0.5493631249
450	0.5492684118
451	0.5492143527
452	0.5491452364
453	0.5490689308
454	0.5490416278
455	0.5490030214
456	0.548923695
457	0.5488419839
458	0.5487809488
459	0.5486847971
460	0.5486555281
461	0.5485821774
462	0.5485145772
463	0.5484528363
464	0.5484094486
465	0.5483170932
466	0.5482777461
467	0.5482207321
468	0.5481246425
469	0.5480958156
470	0.5480577054
471	0.5479784644
472	0.5479276044
473	0.5478539085
474	0.5477846875
475	0.5477263047
476	0.547660752
477	0.5475828527
478	0.547510103
479	0.5474435421
480	0.5473866561
481	0.5473249307
482	0.5471957797
483	0.5471151194
484	0.5470279795
485	0.5469632295
486	0.5468762176
487	0.546782284
488	0.5467044699
489	0.5466548818
490	0.5465715847
491	0.5464801599
492	0.5464330768
493	0.5463511989
494	0.5462707248
495	0.5461838253
496	0.5460984343
497	0.5460179446
498	0.5459326622
499	0.545873275
500	0.5458160284
501	0.5457453339
502	0.5456761672
503	0.5455827454
504	0.5455147963
505	0.5454335854
506	0.5453573108
507	0.5453126784
508	0.5452584874
509	0.5451715801
510	0.5450534845
511	0.5449530014
512	0.544898632
513	0.5448470701
514	0.5447924797
515	0.544734062
516	0.5446520717
517	0.5445757235
518	0.5444864314
519	0.5444317945
520	0.5443819582
521	0.5443365734
522	0.5442998166
523	0.5442498174
524	0.5442038937
525	0.5441386939
526	0.5440757393
527	0.5440107876
528	0.5439614438
529	0.543896244
530	0.5438270152
531	0.5437682563
532	0.5437063021
533	0.5436105343
534	0.5435227623
535	0.5434414196
536	0.5433824357
537	0.5432856597
538	0.5432042046
539	0.5431283255
540	0.5430540868
541	0.5429869248
542	0.5429249125
543	0.5428566648
544	0.5428288073
545	0.5427766793
546	0.5427150818
547	0.542652705
548	0.5425943687
549	0.5425214406
550	0.5424721743
551	0.54239564
552	0.5423259304
553	0.5422394264
554	0.5421849252
555	0.5421146146
556	0.5420588337
557	0.5420027465
558	0.5419830865
559	0.5419209423
560	0.5418649831
561	0.5418253141
562	0.541776009
563	0.5417168585
564	0.5416410764
565	0.5416197141
566	0.5415759619
567	0.5415521217
568	0.5414690805
569	0.5414048269
570	0.541348538
571	0.5412988607
572	0.541238698
573	0.5411526323
574	0.5410615371
575	0.5409795119
576	0.5409497931
577	0.5408606291
578	0.5408504384
579	0.540801463
580	0.5407393071
581	0.5406872915
582	0.5406107184
583	0.5405567872
584	0.5405133297
585	0.5404667623
586	0.5404404132
587	0.5403462663
588	0.5403092303
589	0.5402382256
590	0.5401510275
591	0.5401013191
592	0.5400331063
593	0.5399841037
594	0.5399052815
595	0.5398263352
596	0.5397649549
597	0.5397294235
598	0.5396639871
599	0.5396018817
600	0.5395344328
601	0.5395169056
602	0.5394230766
603	0.5393657137
604	0.5393370651
605	0.5392589176
606	0.5391981772
607	0.5391323531
608	0.5390784839
609	0.5390136292
610	0.5389719749
611	0.5389237555
612	0.5388747956
613	0.5388030347
614	0.5387512285
615	0.5387038235
616	0.5386409076
617	0.5385856696
618	0.538548812
619	0.5384807427
620	0.5384280717
621	0.538364962
622	0.5383191973
623	0.5382847748
624	0.5382434656
625	0.5382080466
626	0.5381568957
627	0.5380856234
628	0.5380293113
629	0.5379606526
630	0.5379387978
631	0.5378793215
632	0.5378448215
633	0.5378032059
634	0.5377454707
635	0.5376443943
636	0.5376038218
637	0.5375350041
638	0.5374740969
639	0.5374239193
640	0.5373664904
641	0.5373197989
642	0.5372778033
643	0.5371913575
644	0.5371537089
645	0.5371206048
646	0.5370562891
647	0.5370280129
648	0.5369561899
649	0.5368934292
650	0.5368445894
651	0.5367943576
652	0.5367148025
653	0.5366735941
654	0.5366122991
655	0.53659889
656	0.536589758
657	0.5365416395
658	0.5364887436
659	0.5364414123
660	0.5364020303
661	0.536354474
662	0.5362961339
663	0.5362684587
664	0.5362090522
665	0.5361827535
666	0.5361392185
667	0.5360924378
668	0.5360361296
669	0.5359742142
670	0.5359065171
671	0.535864537
672	0.5358126416
673	0.5357572563
674	0.5356847935
675	0.5356201327
676	0.5355383944
677	0.5354829277
678	0.5354157813
679	0.5353622223
680	0.5353091985
681	0.5352835591
682	0.535253786
683	0.5352099485
684	0.5351697871
685	0.5351207651
686	0.5350353934
687	0.5349900824
688	0.5349305324
689	0.5348886066
690	0.5348532574
691	0.5348013581
692	0.5347504554
693	0.5347095378
694	0.5346500886
695	0.5345849043
696	0.534539349
697	0.5344717644
698	0.5344079334
699	0.5343608425
700	0.5342990124
701	0.5342326027
702	0.5341690471
703	0.534115841
704	0.534052041
705	0.533995884
706	0.5339361712
707	0.5339017759
708	0.5338560112
709	0.533791742
710	0.533750456
711	0.5337159987
712	0.5336603186
713	0.5335917491
714	0.5335518707
715	0.5334750766
716	0.5334463738
717	0.5334009774
718	0.5333605523
719	0.5333273436
720	0.5332700698
721	0.5332103026
722	0.5331670662
723	0.5331001757
724	0.533024157
725	0.5329685119
726	0.5329141697
727	0.5328552673
728	0.5328116973
729	0.5327461097
730	0.5327063903
731	0.5326569069
732	0.5325914705
733	0.5325350576
734	0.5324980526
735	0.5324466148
736	0.5324038747
737	0.5323520103
738	0.5322871207
739	0.532238405
740	0.5322312584
741	0.5321569382
742	0.5321063961
743	0.532036101
744	0.5319822047
745	0.5319566351
746	0.5318997995
747	0.5318215357
748	0.5317729131
749	0.5317154415
750	0.5316558799
751	0.5315938404
752	0.531561605
753	0.5315355817
754	0.5314873857
755	0.5314259356
756	0.5313857858
757	0.5313637914
758	0.5313161576
759	0.5312511982
760	0.5311997798
761	0.5311584046
762	0.5311145438
763	0.5310631681
764	0.5310043703
765	0.5309731082
766	0.5309396281
767	0.5308928086
768	0.5308582156
769	0.5308096007
770	0.5307534553
771	0.5306956426
772	0.5306653615
773	0.5306269451
774	0.5305578947
775	0.5305202227
776	0.5304542241
777	0.5303797294
778	0.5303400372
779	0.5302852335
780	0.5302376385
781	0.5301922266
782	0.5301169409
783	0.5300682911
784	0.5300324495
785	0.5299805773
786	0.529949831
787	0.5298812033
788	0.5298429652
789	0.5298351671
790	0.529759955
791	0.529714167
792	0.5296443605
793	0.5295704746
794	0.5295562705
795	0.5294989463
796	0.5294312919
797	0.5293744874
798	0.5293281953
799	0.5292702855
800	0.5292381316
801	0.5291931889
802	0.5291239679
803	0.5290462664
804	0.5289923933
805	0.5289481719
806	0.5288829605
807	0.5288747824
808	0.5288259387
809	0.5287794644
810	0.5287201664
811	0.5286606552
812	0.5286052272
813	0.5285335555
814	0.5284500374
815	0.5283937098
816	0.5283615403
817	0.5283220303
818	0.528300699
819	0.5282370891
820	0.5281909482
821	0.5281599149
822	0.5281262137
823	0.5280513158
824	0.5280131203
825	0.5279715164
826	0.5279161116
827	0.5278758688
828	0.5278250204
829	0.5277863208
830	0.5277567649
831	0.5277062732
832	0.5276708775
833	0.5276021684
834	0.5275699989
835	0.5275177429
836	0.5274441439
837	0.5273644492
838	0.5273015799
839	0.5271942177
840	0.5271259235
841	0.5270725391
842	0.5270081071
843	0.5269460249
844	0.5268767108
845	0.5268135701
846	0.526780691
847	0.5266976653
848	0.5266592256
849	0.5266188897
850	0.5265677388
851	0.5265192403
852	0.526495846
853	0.5264631143
854	0.5264485225
855	0.5264192729
856	0.5263751756
857	0.5263414666
858	0.5262982612
859	0.526251465
860	0.5262018381
861	0.5261730267
862	0.5261280918
863	0.5260544696
864	0.5259945939
865	0.525938177
866	0.5258545969
867	0.5258065327
868	0.5257858141
869	0.5257237009
870	0.5256719141
871	0.5256424241
872	0.5255982337
873	0.525584495
874	0.5255535198
875	0.5254752056
876	0.5254029251
877	0.5253072116
878	0.5252939382
879	0.5252529896
880	0.5252020054
881	0.5251517154
882	0.5251228614
883	0.5250861084
884	0.5250465984
885	0.5250029742
886	0.5249332724
887	0.5248905516
888	0.5248769447
889	0.5248394473
890	0.5247854579
891	0.5247397048
892	0.5246990083
893	0.5246544262
894	0.5245956053
895	0.524557212
896	0.5245315106
897	0.5244837449
898	0.5244337574
899	0.524365087
900	0.524343209
901	0.524287622
902	0.5242571044
903	0.5242183971
904	0.5241256035
905	0.5240557854
906	0.5240152555
907	0.523976048
908	0.5239293643
909	0.523880509
910	0.5238371446
911	0.5237961106
912	0.5237644724
913	0.5237269943
914	0.523706458
915	0.5236754906
916	0.5236165727
917	0.5235723008
918	0.523505453
919	0.5234821131
920	0.5234389425
921	0.5233878576
922	0.5233355589
923	0.5232894529
924	0.523224827
925	0.5231914089
926	0.5231604919
927	0.5230986967
928	0.5230809058
929	0.5230482942
930	0.5229901053
931	0.5229154051
932	0.5228514578
933	0.5228066664
934	0.522748714
935	0.5227184756
936	0.5226593289
937	0.5226124939
938	0.5225413186
939	0.5224911681
940	0.5224274884
941	0.522385516
942	0.5223505856
943	0.5223247678
944	0.5222484584
945	0.5222191972
946	0.5221739404
947	0.5221221265
948	0.5220439518
949	0.522012302
950	0.5219608835
951	0.5218944467
952	0.521855371
953	0.5218119019
954	0.5217516539
955	0.5217186352
956	0.5216736809
957	0.5216207308
958	0.5215597848
959	0.5214809665
960	0.5214477811
961	0.5214194932
962	0.5213934039
963	0.5213309456
964	0.5212728071
965	0.5212190078
966	0.5211635837
967	0.5211149727
968	0.5210807248
969	0.5210380545
970	0.5210009409
971	0.5209383197
972	0.5209086514
973	0.5209020089
974	0.5208390116
975	0.5208032707
976	0.5207759174
977	0.5207320837
978	0.5206927793
979	0.5206655035
980	0.5206092301
981	0.5205439062
982	0.5204865394
983	0.5204540907
984	0.5204015594
985	0.5203512344
986	0.5203316908
987	0.5202778139
988	0.5202161389
989	0.5201591753
990	0.5201156829
991	0.5200573157
992	0.520022963
993	0.5200040204
994	0.5199687139
995	0.5199037506
996	0.5198418585
997	0.5197510968
998	0.5197243212
999	0.5197103886
